	GNM000007925	GNM000011465	GNM000011485	GNM000012465	GNM000012505	GNM000012625	GNM000012645	GNM000014585	GNM000015645	GNM000015665	GNM000015685	GNM000015705	GNM000015965	GNM000018065	GNM000018585	GNM000063505	GNM000153045	GNM000153065	GNM000153285	GNM000153805	GNM000153825	GNM000155635	GNM000158595	GNM000161795	GNM000179235	GNM000179255	GNM000195975	GNM000230675	GNM000515235	GNM000737535	GNM000737595	GNM000757845	GNM000757865	GNM000759855	GNM000759865	GNM000759875	GNM000759885	GNM000759935	GNM000759955	GNM000759975	GNM000760015	GNM000760035	GNM000760055	GNM000760075	GNM000760095	GNM000760115	GNM000760155	GNM000760175	GNM000760195	GNM000760215	GNM000760235	GNM000760255	GNM000760275	GNM000760295	GNM000760335	GNM000760355	GNM000760375	GNM001040845	GNM001631935	GNM001631965	GNM001631985	GNM001632005	GNM001632025	GNM001632045	GNM001632065	GNM001632075	GNM001632105	GNM001632125	GNM001632145	GNM001632165	GNM001885215	GNM001989415	GNM001989435	GNM001989455	GNM002006815	GNM002252625	GNM002252635	GNM002252665	GNM002252675	GNM002812945	GNM003011125	GNM003011885	GNM003208055	GNM003208065	GNM004209775	GNM004332405	GNM004332415	GNM007828135	GNM008807075	GNM009834675	GNM900088535
OG0014741																																																																																	GNM003011125__gene2342										
OG0014742																																																																																	GNM003011125__gene2405										
OG0014743																																																																																	GNM003011125__gene2413										
OG0014744																																																																																	GNM003011125__gene2418										
OG0014745																																																																																	GNM003011125__gene2425										
OG0014746																																																																																	GNM003011125__gene2441										
OG0014747																																																																																	GNM003011125__gene2442										
OG0014748																																																																																	GNM003011125__gene2444										
OG0014749																																																																																	GNM003011125__gene2453										
OG0014750																																																																																	GNM003011125__gene2466										
OG0014751																																																																																	GNM003011125__gene2468										
OG0014752																																																																																	GNM003011125__gene2470										
OG0014753																																																																																	GNM003011125__gene2471										
OG0014754																																																																																	GNM003011125__gene2472										
OG0014755																																																																																	GNM003011125__gene2488										
OG0014756																																																																																	GNM003011125__gene2490										
OG0014757																																																																																	GNM003011125__gene2491										
OG0014758																																																																																	GNM003011125__gene2502										
OG0014759																																																																																	GNM003011125__gene2504										
OG0014760																																																																																	GNM003011125__gene2505										
OG0014761																																																																																	GNM003011125__gene2573										
OG0014762																																																																																	GNM003011125__gene2574										
OG0014763																																																																																	GNM003011125__gene2575										
OG0014764																																																																																	GNM003011125__gene2576										
OG0014765																																																																																	GNM003011125__gene2592										
OG0014766																																																																																	GNM003011125__gene2612										
OG0014767																																																																																	GNM003011125__gene2613										
OG0014768																																																																																	GNM003011125__gene2614										
OG0014769																																																																																	GNM003011125__gene2615										
OG0014770																																																																																	GNM003011125__gene2616										
OG0014771																																																																																	GNM003011125__gene2617										
OG0014772																																																																																	GNM003011125__gene2618										
OG0014773																																																																																	GNM003011125__gene2620										
OG0014774																																																																																	GNM003011125__gene2631										
OG0014775																																																																																	GNM003011125__gene2634										
OG0014776																																																																																	GNM003011125__gene2639										
OG0014777																																																																																	GNM003011125__gene2644										
OG0014778																																																																																	GNM003011125__gene2712										
OG0014779																																																																																	GNM003011125__gene2733										
OG0014780																																																																																	GNM003011125__gene2734										
OG0014781																																																																																	GNM003011125__gene2735										
OG0014782																																																																																	GNM003011125__gene2750										
OG0014783																																																																																	GNM003011125__gene2759										
OG0014784																																																																																	GNM003011125__gene2766										
OG0014785																																																																																	GNM003011125__gene2767										
OG0014786																																																																																	GNM003011125__gene2768										
OG0014787																																																																																	GNM003011125__gene2769										
OG0014788																																																																																	GNM003011125__gene2770										
OG0014789																																																																																	GNM003011125__gene2778										
OG0014790																																																																																	GNM003011125__gene2783										
OG0014791																																																																																	GNM003011125__gene2789										
OG0014792																																																																																		GNM003011885__gene6									
OG0014793																																																																																		GNM003011885__gene7									
OG0014794																																																																																		GNM003011885__gene8									
OG0014795																																																																																		GNM003011885__gene12									
OG0014796																																																																																		GNM003011885__gene17									
OG0014797																																																																																		GNM003011885__gene19									
OG0014798																																																																																		GNM003011885__gene21									
OG0014799																																																																																		GNM003011885__gene39									
OG0014800																																																																																		GNM003011885__gene275									
OG0014801																																																																																		GNM003011885__gene285									
OG0014802																																																																																		GNM003011885__gene286									
OG0014803																																																																																		GNM003011885__gene295									
OG0014804																																																																																		GNM003011885__gene322									
OG0014805																																																																																		GNM003011885__gene379									
OG0014806																																																																																		GNM003011885__gene406									
OG0014807																																																																																		GNM003011885__gene450									
OG0014808																																																																																		GNM003011885__gene481									
OG0014809																																																																																		GNM003011885__gene517									
OG0014810																																																																																		GNM003011885__gene531									
OG0014811																																																																																		GNM003011885__gene572									
OG0014812																																																																																		GNM003011885__gene646									
OG0014813																																																																																		GNM003011885__gene647									
OG0014814																																																																																		GNM003011885__gene649									
OG0014815																																																																																		GNM003011885__gene679									
OG0014816																																																																																		GNM003011885__gene716									
OG0014817																																																																																		GNM003011885__gene761									
OG0014818																																																																																		GNM003011885__gene766									
OG0014819																																																																																		GNM003011885__gene789									
OG0014820																																																																																		GNM003011885__gene796									
OG0014821																																																																																		GNM003011885__gene799									
OG0014822																																																																																		GNM003011885__gene828									
OG0014823																																																																																		GNM003011885__gene829									
OG0014824																																																																																		GNM003011885__gene869									
OG0014825																																																																																		GNM003011885__gene870									
OG0014826																																																																																		GNM003011885__gene930									
OG0014827																																																																																		GNM003011885__gene931									
OG0014828																																																																																		GNM003011885__gene966									
OG0014829																																																																																		GNM003011885__gene968									
OG0014830																																																																																		GNM003011885__gene984									
OG0014831																																																																																		GNM003011885__gene1000									
OG0014832																																																																																		GNM003011885__gene1001									
OG0014833																																																																																		GNM003011885__gene1005									
OG0014834																																																																																		GNM003011885__gene1006									
OG0014835																																																																																		GNM003011885__gene1009									
OG0014836																																																																																		GNM003011885__gene1010									
OG0014837																																																																																		GNM003011885__gene1011									
OG0014838																																																																																		GNM003011885__gene1040									
OG0014839																																																																																		GNM003011885__gene1046									
OG0014840																																																																																		GNM003011885__gene1055									
OG0014841																																																																																		GNM003011885__gene1057									
OG0014842																																																																																		GNM003011885__gene1076									
OG0014843																																																																																		GNM003011885__gene1109									
OG0014844																																																																																		GNM003011885__gene1208									
OG0014845																																																																																		GNM003011885__gene1222									
OG0014846																																																																																		GNM003011885__gene1223									
OG0014847																																																																																		GNM003011885__gene1238									
OG0014848																																																																																		GNM003011885__gene1315									
OG0014849																																																																																		GNM003011885__gene1316									
OG0014850																																																																																		GNM003011885__gene1317									
OG0014851																																																																																		GNM003011885__gene1354									
OG0014852																																																																																		GNM003011885__gene1356									
OG0014853																																																																																		GNM003011885__gene1365									
OG0014854																																																																																		GNM003011885__gene1389									
OG0014855																																																																																		GNM003011885__gene1398									
OG0014856																																																																																		GNM003011885__gene1399									
OG0014857																																																																																		GNM003011885__gene1402									
OG0014858																																																																																		GNM003011885__gene1403									
OG0014859																																																																																		GNM003011885__gene1425									
OG0014860																																																																																		GNM003011885__gene1426									
OG0014861																																																																																		GNM003011885__gene1438									
OG0014862																																																																																		GNM003011885__gene1439									
OG0014863																																																																																		GNM003011885__gene1441									
OG0014864																																																																																		GNM003011885__gene1448									
OG0014865																																																																																		GNM003011885__gene1449									
OG0014866																																																																																		GNM003011885__gene1482									
OG0014867																																																																																		GNM003011885__gene1494									
OG0014868																																																																																		GNM003011885__gene1506									
OG0014869																																																																																		GNM003011885__gene1514									
OG0014870																																																																																		GNM003011885__gene1522									
OG0014871																																																																																		GNM003011885__gene1523									
OG0014872																																																																																		GNM003011885__gene1528									
OG0014873																																																																																		GNM003011885__gene1529									
OG0014874																																																																																		GNM003011885__gene1532									
OG0014875																																																																																		GNM003011885__gene1534									
OG0014876																																																																																		GNM003011885__gene1535									
OG0014877																																																																																		GNM003011885__gene1536									
OG0014878																																																																																		GNM003011885__gene1540									
OG0014879																																																																																		GNM003011885__gene1541									
OG0014880																																																																																		GNM003011885__gene1545									
OG0014881																																																																																		GNM003011885__gene1549									
OG0014882																																																																																		GNM003011885__gene1553									
OG0014883																																																																																		GNM003011885__gene1564									
OG0014884																																																																																		GNM003011885__gene1578									
OG0014885																																																																																		GNM003011885__gene1579									
OG0014886																																																																																		GNM003011885__gene1580									
OG0014887																																																																																		GNM003011885__gene1611									
OG0014888																																																																																		GNM003011885__gene1621									
OG0014889																																																																																		GNM003011885__gene1641									
OG0014890																																																																																		GNM003011885__gene1648									
OG0014891																																																																																		GNM003011885__gene1668									
OG0014892																																																																																		GNM003011885__gene1672									
OG0014893																																																																																		GNM003011885__gene1702									
OG0014894																																																																																		GNM003011885__gene1729									
OG0014895																																																																																		GNM003011885__gene1730									
OG0014896																																																																																		GNM003011885__gene1731									
OG0014897																																																																																		GNM003011885__gene1740									
OG0014898																																																																																		GNM003011885__gene1759									
OG0014899																																																																																		GNM003011885__gene1893									
OG0014900																																																																																		GNM003011885__gene1932									
OG0014901																																																																																		GNM003011885__gene1990									
OG0014902																																																																																		GNM003011885__gene2011									
OG0014903																																																																																		GNM003011885__gene2024									
OG0014904																																																																																		GNM003011885__gene2032									
OG0014905																																																																																		GNM003011885__gene2043									
OG0014906																																																																																		GNM003011885__gene2057									
OG0014907																																																																																		GNM003011885__gene2069									
OG0014908																																																																																		GNM003011885__gene2071									
OG0014909																																																																																		GNM003011885__gene2103									
OG0014910																																																																																		GNM003011885__gene2186									
OG0014911																																																																																		GNM003011885__gene2187									
OG0014912																																																																																		GNM003011885__gene2197									
OG0014913																																																																																		GNM003011885__gene2199									
OG0014914																																																																																		GNM003011885__gene2210									
OG0014915																																																																																		GNM003011885__gene2236									
OG0014916																																																																																		GNM003011885__gene2237									
OG0014917																																																																																		GNM003011885__gene2238									
OG0014918																																																																																		GNM003011885__gene2239									
OG0014919																																																																																		GNM003011885__gene2244									
OG0014920																																																																																		GNM003011885__gene2246									
OG0014921																																																																																		GNM003011885__gene2250									
OG0014922																																																																																		GNM003011885__gene2269									
OG0014923																																																																																		GNM003011885__gene2270									
OG0014924																																																																																		GNM003011885__gene2271									
OG0014925																																																																																		GNM003011885__gene2272									
OG0014926																																																																																		GNM003011885__gene2275									
OG0014927																																																																																		GNM003011885__gene2276									
OG0014928																																																																																		GNM003011885__gene2277									
OG0014929																																																																																		GNM003011885__gene2283									
OG0014930																																																																																		GNM003011885__gene2315									
OG0014931																																																																																		GNM003011885__gene2316									
OG0014932																																																																																		GNM003011885__gene2340									
OG0014933																																																																																		GNM003011885__gene2372									
OG0014934																																																																																		GNM003011885__gene2406									
OG0014935																																																																																		GNM003011885__gene2424									
OG0014936																																																																																		GNM003011885__gene2609									
OG0014937																																																																																			GNM003208055__gene96								
OG0014938																																																																																			GNM003208055__gene205								
OG0014939																																																																																			GNM003208055__gene521								
OG0014940																																																																																			GNM003208055__gene526								
OG0014941																																																																																			GNM003208055__gene535								
OG0014942																																																																																			GNM003208055__gene634								
OG0014943																																																																																			GNM003208055__gene635								
OG0014944																																																																																			GNM003208055__gene636								
OG0014945																																																																																			GNM003208055__gene642								
OG0014946																																																																																			GNM003208055__gene648								
OG0014947																																																																																			GNM003208055__gene659								
OG0014948																																																																																			GNM003208055__gene661								
OG0014949																																																																																			GNM003208055__gene685								
OG0014950																																																																																			GNM003208055__gene797								
OG0014951																																																																																			GNM003208055__gene881								
OG0014952																																																																																			GNM003208055__gene937								
OG0014953																																																																																			GNM003208055__gene968								
OG0014954																																																																																			GNM003208055__gene1001								
OG0014955																																																																																			GNM003208055__gene1025								
OG0014956																																																																																			GNM003208055__gene1032								
OG0014957																																																																																			GNM003208055__gene1048								
OG0014958																																																																																			GNM003208055__gene1052								
OG0014959																																																																																			GNM003208055__gene1267								
OG0014960																																																																																			GNM003208055__gene1284								
OG0014961																																																																																			GNM003208055__gene1292								
OG0014962																																																																																			GNM003208055__gene1295								
OG0014963																																																																																			GNM003208055__gene1327								
OG0014964																																																																																			GNM003208055__gene1329								
OG0014965																																																																																			GNM003208055__gene1337								
OG0014966																																																																																			GNM003208055__gene1381								
OG0014967																																																																																			GNM003208055__gene1387								
OG0014968																																																																																			GNM003208055__gene1389								
OG0014969																																																																																			GNM003208055__gene1392								
OG0014970																																																																																			GNM003208055__gene1615								
OG0014971																																																																																			GNM003208055__gene1660								
OG0014972																																																																																			GNM003208055__gene1800								
OG0014973																																																																																			GNM003208055__gene1812								
OG0014974																																																																																			GNM003208055__gene1822								
OG0014975																																																																																			GNM003208055__gene1833								
OG0014976																																																																																			GNM003208055__gene1913								
OG0014977																																																																																			GNM003208055__gene1919								
OG0014978																																																																																				GNM003208065__gene38							
OG0014979																																																																																				GNM003208065__gene45							
OG0014980																																																																																				GNM003208065__gene72							
OG0014981																																																																																				GNM003208065__gene183							
OG0014982																																																																																				GNM003208065__gene304							
OG0014983																																																																																				GNM003208065__gene478							
OG0014984																																																																																				GNM003208065__gene479							
OG0014985																																																																																				GNM003208065__gene480							
OG0014986																																																																																				GNM003208065__gene1506							
OG0014987																																																																																				GNM003208065__gene1511							
OG0014988																																																																																				GNM003208065__gene1722							
OG0014989																																																																																					GNM004209775__gene36						
OG0014990																																																																																					GNM004209775__gene50						
OG0014991																																																																																					GNM004209775__gene51						
OG0014992																																																																																					GNM004209775__gene52						
OG0014993																																																																																					GNM004209775__gene53						
OG0014994																																																																																					GNM004209775__gene54						
OG0014995																																																																																					GNM004209775__gene206						
OG0014996																																																																																					GNM004209775__gene224						
OG0014997																																																																																					GNM004209775__gene231						
OG0014998																																																																																					GNM004209775__gene233						
OG0014999																																																																																					GNM004209775__gene436						
OG0015000																																																																																					GNM004209775__gene529						
OG0015001																																																																																					GNM004209775__gene530						
OG0015002																																																																																					GNM004209775__gene534						
OG0015003																																																																																					GNM004209775__gene562						
OG0015004																																																																																					GNM004209775__gene607						
OG0015005																																																																																					GNM004209775__gene610						
OG0015006																																																																																					GNM004209775__gene611						
OG0015007																																																																																					GNM004209775__gene753						
OG0015008																																																																																					GNM004209775__gene755						
OG0015009																																																																																					GNM004209775__gene759						
OG0015010																																																																																					GNM004209775__gene765						
OG0015011																																																																																					GNM004209775__gene781						
OG0015012																																																																																					GNM004209775__gene893						
OG0015013																																																																																					GNM004209775__gene925						
OG0015014																																																																																					GNM004209775__gene959						
OG0015015																																																																																					GNM004209775__gene984						
OG0015016																																																																																					GNM004209775__gene986						
OG0015017																																																																																					GNM004209775__gene995						
OG0015018																																																																																					GNM004209775__gene999						
OG0015019																																																																																					GNM004209775__gene1000						
OG0015020																																																																																					GNM004209775__gene1043						
OG0015021																																																																																					GNM004209775__gene1054						
OG0015022																																																																																					GNM004209775__gene1056						
OG0015023																																																																																					GNM004209775__gene1118						
OG0015024																																																																																					GNM004209775__gene1131						
OG0015025																																																																																					GNM004209775__gene1147						
OG0015026																																																																																					GNM004209775__gene1165						
OG0015027																																																																																					GNM004209775__gene1167						
OG0015028																																																																																					GNM004209775__gene1170						
OG0015029																																																																																					GNM004209775__gene1171						
OG0015030																																																																																					GNM004209775__gene1197						
OG0015031																																																																																					GNM004209775__gene1218						
OG0015032																																																																																					GNM004209775__gene1227						
OG0015033																																																																																					GNM004209775__gene1228						
OG0015034																																																																																					GNM004209775__gene1230						
OG0015035																																																																																					GNM004209775__gene1231						
OG0015036																																																																																					GNM004209775__gene1232						
OG0015037																																																																																					GNM004209775__gene1233						
OG0015038																																																																																					GNM004209775__gene1235						
OG0015039																																																																																					GNM004209775__gene1236						
OG0015040																																																																																					GNM004209775__gene1245						
OG0015041																																																																																					GNM004209775__gene1246						
OG0015042																																																																																					GNM004209775__gene1247						
OG0015043																																																																																					GNM004209775__gene1249						
OG0015044																																																																																					GNM004209775__gene1250						
OG0015045																																																																																					GNM004209775__gene1251						
OG0015046																																																																																					GNM004209775__gene1252						
OG0015047																																																																																					GNM004209775__gene1253						
OG0015048																																																																																					GNM004209775__gene1254						
OG0015049																																																																																					GNM004209775__gene1259						
OG0015050																																																																																					GNM004209775__gene1267						
OG0015051																																																																																					GNM004209775__gene1274						
OG0015052																																																																																					GNM004209775__gene1284						
OG0015053																																																																																					GNM004209775__gene1285						
OG0015054																																																																																					GNM004209775__gene1324						
OG0015055																																																																																					GNM004209775__gene1370						
OG0015056																																																																																					GNM004209775__gene1378						
OG0015057																																																																																					GNM004209775__gene1379						
OG0015058																																																																																					GNM004209775__gene1380						
OG0015059																																																																																					GNM004209775__gene1382						
OG0015060																																																																																					GNM004209775__gene1383						
OG0015061																																																																																					GNM004209775__gene1386						
OG0015062																																																																																					GNM004209775__gene1674						
OG0015063																																																																																					GNM004209775__gene1675						
OG0015064																																																																																					GNM004209775__gene1699						
OG0015065																																																																																					GNM004209775__gene1700						
OG0015066																																																																																					GNM004209775__gene1702						
OG0015067																																																																																					GNM004209775__gene1743						
OG0015068																																																																																					GNM004209775__gene1745						
OG0015069																																																																																					GNM004209775__gene1752						
OG0015070																																																																																					GNM004209775__gene1758						
OG0015071																																																																																					GNM004209775__gene1760						
OG0015072																																																																																					GNM004209775__gene1765						
OG0015073																																																																																					GNM004209775__gene1779						
OG0015074																																																																																					GNM004209775__gene1784						
OG0015075																																																																																					GNM004209775__gene1785						
OG0015076																																																																																					GNM004209775__gene1788						
OG0015077																																																																																					GNM004209775__gene1790						
OG0015078																																																																																					GNM004209775__gene1791						
OG0015079																																																																																					GNM004209775__gene1866						
OG0015080																																																																																					GNM004209775__gene1920						
OG0015081																																																																																					GNM004209775__gene1921						
OG0015082																																																																																					GNM004209775__gene2023						
OG0015083																																																																																					GNM004209775__gene2060						
OG0015084																																																																																					GNM004209775__gene2222						
OG0015085																																																																																					GNM004209775__gene2431						
OG0015086																																																																																					GNM004209775__gene2484						
OG0015087																																																																																					GNM004209775__gene2594						
OG0015088																																																																																					GNM004209775__gene2652						
OG0015089																																																																																					GNM004209775__gene2655						
OG0015090																																																																																					GNM004209775__gene2725						
OG0015091																																																																																					GNM004209775__gene2774						
OG0015092																																																																																					GNM004209775__gene2776						
OG0015093																																																																																						GNM004332405__gene409					
OG0015094																																																																																						GNM004332405__gene703					
OG0015095																																																																																						GNM004332405__gene708					
OG0015096																																																																																						GNM004332405__gene709					
OG0015097																																																																																						GNM004332405__gene711					
OG0015098																																																																																						GNM004332405__gene778					
OG0015099																																																																																						GNM004332405__gene906					
OG0015100																																																																																						GNM004332405__gene1047					
OG0015101																																																																																						GNM004332405__gene1081					
OG0015102																																																																																						GNM004332405__gene1376					
OG0015103																																																																																						GNM004332405__gene1420					
OG0015104																																																																																						GNM004332405__gene1443					
OG0015105																																																																																						GNM004332405__gene1444					
OG0015106																																																																																						GNM004332405__gene1445					
OG0015107																																																																																						GNM004332405__gene1446					
